number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,contact_type,location,category,subcategory,impact,urgency,priority,knowledge,u_priority_confirmation,notify,opened_at,caller_id,assignment_group,opened_by,priority_raw,is_high_priority,hour,day_of_week
INC0005050,Closed,True,1,1,9,False,Self service,LOC_010,Software,License,2,3,3,False,False,1,2023-08-25 06:42:51.441232239,USER_0276,GROUP_02,USER_0081,3,0,6,4
INC0005051,Resolved,False,0,0,3,True,Self service,LOC_004,Network,Connectivity,3,2,4,False,False,1,2023-02-06 04:52:51.560894461,USER_0317,GROUP_01,USER_0007,4,0,4,0
INC0005052,Closed,False,1,0,10,True,Email,LOC_004,Email,Attachment,3,3,5,False,False,1,2023-02-26 03:44:11.598170387,USER_0477,GROUP_05,USER_0024,5,0,3,6
INC0005053,Closed,False,1,0,7,True,Chat,LOC_034,Network,VPN,3,1,3,False,False,1,2024-04-09 05:36:42.696985447,USER_0108,GROUP_02,USER_0038,3,0,5,1
INC0005054,Closed,False,0,0,7,True,Walk-in,LOC_031,Network,Connectivity,2,2,4,True,True,2,2024-02-02 08:03:50.911674711,USER_0249,GROUP_10,USER_0041,4,0,8,4
INC0005055,Closed,False,0,0,5,False,Phone,,Software,Performance,2,3,4,False,False,2,2023-09-23 15:36:15.385300807,USER_0470,GROUP_22,USER_0099,4,0,15,5
INC0005056,Closed,False,1,0,9,True,Phone,LOC_009,Security,Phishing,3,3,5,False,False,2,2024-09-01 02:09:14.624664051,USER_0269,GROUP_28,USER_0079,5,0,2,6
INC0005057,Closed,False,0,1,9,True,Phone,LOC_032,Software,Installation,3,2,4,False,False,3,2024-10-22 03:38:45.472828345,USER_0280,GROUP_14,USER_0082,4,0,3,1
INC0005058,Closed,True,0,0,3,True,Phone,,Hardware,Printer,3,2,4,False,False,1,2024-01-24 13:10:55.554218718,USER_0283,GROUP_18,USER_0028,4,0,13,2
INC0005059,Resolved,False,1,0,5,True,Phone,LOC_049,Database,Replication,3,3,4,False,False,1,2024-11-12 18:39:59.384614602,USER_0415,GROUP_12,USER_0038,4,0,18,1
INC0005060,Closed,False,0,0,6,True,Email,LOC_005,Software,Crash,3,3,5,False,False,1,2024-12-02 23:17:28.795571883,USER_0290,GROUP_14,USER_0047,5,0,23,0
INC0005061,Resolved,False,2,0,8,True,Phone,LOC_036,Access,Password reset,3,3,5,False,False,1,2023-01-04 10:15:44.226288720,USER_0222,GROUP_06,USER_0093,5,0,10,2
INC0005062,Closed,False,2,0,12,True,Phone,,Access,Password reset,3,3,5,False,False,1,2024-08-03 10:57:43.155411332,USER_0317,GROUP_28,USER_0095,5,0,10,5
INC0005063,Closed,False,1,1,9,False,Phone,LOC_039,Software,License,3,3,5,False,False,1,2024-02-21 04:55:21.951248071,USER_0209,,USER_0034,5,0,4,2
INC0005064,Closed,False,0,0,6,True,Phone,LOC_032,Software,License,1,3,3,False,True,1,2023-08-02 19:08:13.493553032,USER_0421,GROUP_13,USER_0086,3,0,19,2
INC0005065,Closed,False,0,0,3,True,Email,LOC_006,Email,Not sending,1,3,4,False,False,1,2023-12-23 17:06:21.095217784,USER_0035,,USER_0039,4,0,17,5
INC0005066,Closed,True,2,0,8,True,Phone,LOC_033,Network,DNS,2,3,5,True,True,2,2024-10-01 04:19:10.412919206,USER_0469,GROUP_08,USER_0005,5,0,4,1
INC0005067,Closed,False,0,0,7,True,Chat,LOC_026,Software,Installation,3,3,5,False,False,1,2023-06-12 04:25:48.773822469,USER_0437,GROUP_20,USER_0097,5,0,4,0
INC0005068,Closed,False,1,0,6,True,Phone,LOC_049,Software,License,2,2,3,False,False,2,2023-10-17 16:59:01.166561434,USER_0040,GROUP_28,USER_0010,3,0,16,1
INC0005069,Closed,False,1,0,5,True,Walk-in,,Access,Permission,2,2,3,False,True,2,2024-09-10 19:58:34.302461015,USER_0459,GROUP_11,USER_0051,3,0,19,1
INC0005070,Active,False,1,0,7,False,Phone,LOC_047,Network,Connectivity,3,3,5,False,False,3,2024-05-02 09:12:32.899691745,USER_0477,GROUP_29,USER_0016,5,0,9,3
INC0005071,Resolved,False,0,0,1,True,Email,LOC_036,Database,Slow query,3,3,5,False,False,1,2023-02-23 15:26:59.916742722,USER_0242,GROUP_11,USER_0037,5,0,15,3
INC0005072,Closed,False,2,1,8,True,Phone,LOC_039,Email,Attachment,1,3,4,False,False,3,2024-09-19 11:26:58.461744241,USER_0031,GROUP_23,USER_0083,4,0,11,3
INC0005073,Resolved,True,1,0,6,False,Self service,LOC_046,Software,Crash,2,1,1,False,False,1,2023-03-04 11:00:39.891064594,USER_0186,GROUP_12,USER_0092,1,1,11,5
INC0005074,Closed,False,1,0,7,True,Phone,LOC_010,Network,Connectivity,3,3,5,False,False,2,2023-02-23 03:10:39.098896728,USER_0200,GROUP_08,USER_0093,5,0,3,3
INC0005075,Closed,False,0,0,5,True,Chat,LOC_015,Other,Unknown,2,3,4,False,True,1,2023-12-10 11:37:21.964624314,USER_0422,GROUP_08,USER_0099,4,0,11,6
INC0005076,Closed,True,1,0,7,True,Phone,LOC_021,Software,Crash,3,3,5,False,False,1,2023-05-15 08:39:00.867784229,USER_0409,GROUP_15,USER_0004,5,0,8,0
INC0005077,Resolved,False,2,0,11,True,Phone,,Database,Replication,3,3,5,False,False,1,2023-06-18 02:00:12.346846834,USER_0424,GROUP_09,USER_0098,5,0,2,6
INC0005078,Closed,False,0,0,3,True,Email,LOC_043,Hardware,Laptop,1,3,3,True,False,1,2024-09-03 04:18:25.931234681,USER_0465,GROUP_20,USER_0081,3,0,4,1
INC0005079,Closed,False,1,0,7,True,Self service,LOC_044,Software,Installation,3,2,3,False,False,1,2023-05-11 01:22:33.799953993,USER_0040,GROUP_17,USER_0047,3,0,1,3
INC0005080,Closed,True,0,1,3,False,Chat,LOC_007,Software,Installation,2,3,3,True,False,1,2024-09-05 17:42:08.661376524,USER_0190,GROUP_22,USER_0013,3,0,17,3
INC0005081,Active,False,3,0,10,True,Email,,Network,Connectivity,3,3,5,False,False,1,2023-09-21 11:09:12.103345220,USER_0290,,USER_0048,5,0,11,3
INC0005082,Closed,False,1,1,7,True,Self service,,Network,Firewall,3,3,5,False,False,2,2024-05-11 00:15:05.552074703,USER_0009,GROUP_16,USER_0002,5,0,0,5
INC0005083,Closed,True,1,0,6,True,Self service,LOC_038,Email,Spam,3,3,4,False,False,1,2023-07-30 12:26:28.166773182,USER_0053,GROUP_27,USER_0090,4,0,12,6
INC0005084,Resolved,False,3,0,13,False,Email,LOC_014,Hardware,Server,1,2,2,False,False,2,2024-06-12 10:25:17.105386776,USER_0336,GROUP_14,USER_0054,2,1,10,2
INC0005085,Closed,False,1,0,8,True,Self service,LOC_023,Network,DNS,2,2,3,False,False,2,2023-03-20 20:25:32.871481745,USER_0381,GROUP_20,USER_0055,3,0,20,0
INC0005086,Closed,False,0,0,3,True,Phone,LOC_021,Software,Installation,3,3,4,False,True,1,2024-04-07 00:26:09.973496193,USER_0036,GROUP_01,USER_0004,4,0,0,6
INC0005087,Closed,True,0,0,4,False,Email,LOC_033,Email,Not receiving,3,2,3,False,True,1,2024-07-14 00:01:48.387702948,USER_0046,GROUP_11,USER_0099,3,0,0,6
INC0005088,Closed,False,2,0,9,True,Self service,,Network,DNS,3,3,5,False,False,2,2023-09-09 19:04:50.596169884,USER_0270,GROUP_23,USER_0041,5,0,19,5
INC0005089,Closed,False,3,0,11,True,Email,LOC_004,Database,Replication,3,3,5,True,True,1,2023-12-23 01:32:51.183531219,USER_0434,GROUP_03,USER_0077,5,0,1,5
INC0005090,Closed,False,0,0,4,False,Walk-in,LOC_046,Network,VPN,2,3,5,False,True,1,2023-11-03 21:33:58.242890669,USER_0333,GROUP_09,USER_0020,5,0,21,4
INC0005091,Closed,False,1,0,4,False,Self service,LOC_045,Network,VPN,2,2,2,True,False,2,2023-10-13 15:04:06.033435245,USER_0178,GROUP_08,USER_0055,2,1,15,4
INC0005092,Resolved,False,1,0,8,True,Walk-in,LOC_015,Network,DNS,2,3,4,False,False,1,2024-05-28 16:03:13.956060103,USER_0099,GROUP_15,USER_0010,4,0,16,1
INC0005093,Closed,False,0,0,8,False,Phone,LOC_036,Email,Not sending,3,1,3,False,False,1,2024-04-18 01:21:46.348728879,USER_0071,GROUP_13,USER_0074,3,0,1,3
INC0005094,Closed,False,1,0,4,False,Phone,,Network,Firewall,3,3,4,True,False,1,2024-08-03 05:29:34.721106968,USER_0304,GROUP_06,USER_0009,4,0,5,5
INC0005095,Closed,False,0,0,5,True,Phone,LOC_037,Network,Firewall,3,3,4,True,True,1,2023-11-28 00:21:47.076676688,USER_0124,GROUP_28,USER_0094,4,0,0,1
INC0005096,Closed,False,0,2,11,False,Chat,LOC_040,Software,Crash,2,3,5,True,True,1,2023-02-21 23:39:34.563084502,USER_0342,GROUP_23,USER_0090,5,0,23,1
INC0005097,Closed,False,1,0,7,True,Phone,LOC_039,Email,Not sending,3,3,4,False,False,3,2023-07-22 21:56:53.497725417,USER_0016,GROUP_28,USER_0098,4,0,21,5
INC0005098,Closed,True,0,0,5,False,Email,LOC_014,Hardware,Printer,2,2,4,False,False,1,2024-09-12 04:11:00.122191118,USER_0305,GROUP_12,USER_0054,4,0,4,3
INC0005099,Closed,False,1,0,4,True,Phone,LOC_045,Software,License,3,3,5,False,False,1,2024-08-23 17:20:30.361678764,USER_0275,GROUP_02,USER_0059,5,0,17,4
INC0005100,Closed,False,0,0,6,True,Phone,LOC_030,Network,VPN,2,3,4,False,False,2,2024-10-31 02:58:47.238778596,USER_0183,GROUP_05,USER_0054,4,0,2,3
INC0005101,Closed,False,0,0,2,True,Phone,LOC_033,Software,Installation,3,2,4,False,False,2,2024-09-03 12:57:50.537584606,USER_0118,GROUP_18,USER_0025,4,0,12,1
INC0005102,Closed,False,2,0,11,True,Phone,LOC_050,Database,Slow query,3,2,4,False,True,1,2023-02-06 13:29:10.964303770,USER_0386,GROUP_08,USER_0026,4,0,13,0
INC0005103,Closed,False,1,0,6,True,Email,LOC_021,Database,Backup,3,2,3,False,True,2,2023-09-01 03:16:51.409481939,USER_0156,GROUP_22,USER_0042,3,0,3,4
INC0005104,Closed,False,0,0,4,True,Chat,LOC_004,Software,Crash,1,3,3,False,False,1,2024-02-20 17:51:34.411636975,USER_0443,GROUP_26,USER_0032,3,0,17,1
INC0005105,Active,False,2,0,9,True,Self service,LOC_026,Software,License,2,3,3,False,True,2,2023-12-14 09:21:09.591608106,USER_0059,GROUP_14,USER_0040,3,0,9,3
INC0005106,Closed,False,2,0,15,True,Self service,LOC_032,Network,VPN,2,2,3,False,False,1,2023-05-10 03:19:29.032163197,USER_0133,GROUP_17,USER_0020,3,0,3,2
INC0005107,Resolved,True,0,0,5,True,Email,LOC_028,Software,Installation,3,3,5,False,False,2,2023-01-16 08:45:25.896365230,USER_0296,GROUP_21,USER_0035,5,0,8,0
INC0005108,Closed,False,2,1,11,True,Self service,LOC_004,Network,DNS,2,2,2,False,True,1,2024-02-15 17:08:32.008313599,USER_0030,GROUP_06,USER_0053,2,1,17,3
INC0005109,Closed,False,1,0,7,True,Walk-in,LOC_015,Email,Spam,3,2,3,False,False,1,2023-02-08 13:40:52.582826255,USER_0117,GROUP_05,USER_0033,3,0,13,2
INC0005110,Closed,False,3,0,12,True,Chat,LOC_039,Other,General,3,1,4,False,False,2,2024-07-13 23:18:30.389463028,USER_0432,GROUP_25,USER_0033,4,0,23,5
INC0005111,Closed,False,2,0,10,True,Phone,LOC_040,Other,Miscellaneous,2,3,3,False,False,2,2023-01-07 05:05:45.040847649,USER_0191,GROUP_26,USER_0029,3,0,5,5
INC0005112,Closed,False,2,0,8,True,Walk-in,,Access,VPN access,3,1,2,False,True,1,2023-07-24 19:47:08.270782412,USER_0418,GROUP_01,USER_0016,2,1,19,0
INC0005113,Closed,False,1,0,10,False,Phone,LOC_020,Database,Connection,3,2,3,False,False,1,2024-11-16 02:25:58.338730556,USER_0444,GROUP_09,USER_0017,3,0,2,5
INC0005114,Closed,False,0,0,3,True,Email,LOC_032,Email,Not receiving,3,2,5,True,False,2,2023-10-18 03:28:52.426730731,USER_0083,GROUP_17,USER_0080,5,0,3,2
INC0005115,Resolved,False,0,0,2,True,Phone,LOC_017,Hardware,Server,2,3,4,False,False,1,2023-11-02 21:41:34.621953508,USER_0377,GROUP_05,USER_0020,4,0,21,3
INC0005116,Active,False,1,0,7,True,Self service,LOC_042,Database,Slow query,2,3,5,False,False,1,2023-10-07 11:07:47.624960175,USER_0177,GROUP_21,USER_0075,5,0,11,5
INC0005117,Closed,False,1,0,7,True,Email,LOC_034,Software,Installation,3,3,5,True,False,1,2024-07-05 00:12:53.266835986,USER_0467,GROUP_24,USER_0003,5,0,0,4
INC0005118,Active,True,1,0,5,True,Phone,LOC_050,Software,Performance,2,2,4,True,True,1,2024-01-27 23:27:20.201976280,USER_0414,,USER_0010,4,0,23,5
INC0005119,Closed,False,0,0,4,True,Self service,LOC_049,Email,Not sending,3,3,5,False,True,1,2024-03-26 10:17:06.811758181,USER_0119,GROUP_02,USER_0061,5,0,10,1
INC0005120,Resolved,False,0,0,2,False,Email,LOC_035,Hardware,Laptop,3,2,4,False,False,1,2023-03-28 00:30:29.131812839,USER_0374,GROUP_22,USER_0099,4,0,0,1
INC0005121,Resolved,False,1,0,10,False,Phone,LOC_001,Software,Performance,3,3,4,False,False,1,2023-09-25 10:44:29.010100066,USER_0482,GROUP_11,USER_0057,4,0,10,0
INC0005122,Closed,True,3,0,13,False,Email,,Access,Password reset,3,3,4,True,True,2,2023-08-30 03:21:37.218256699,USER_0168,GROUP_12,USER_0016,4,0,3,2
INC0005123,Closed,False,1,0,9,True,Email,LOC_034,Network,DNS,3,3,5,False,True,1,2024-10-11 22:36:26.412119986,USER_0261,GROUP_10,USER_0037,5,0,22,4
INC0005124,Active,True,2,0,8,False,Phone,LOC_019,Software,License,2,2,4,False,True,2,2024-04-13 18:29:01.188494253,USER_0043,GROUP_14,USER_0009,4,0,18,5
INC0005125,Resolved,False,2,0,10,True,Phone,LOC_016,Access,Password reset,3,3,5,False,True,3,2024-10-03 18:27:26.041440586,USER_0146,GROUP_06,USER_0055,5,0,18,3
INC0005126,Closed,False,3,0,12,True,Chat,LOC_004,Database,Backup,2,3,4,False,True,1,2023-05-16 02:12:51.126489425,USER_0173,GROUP_06,USER_0008,4,0,2,1
INC0005127,Resolved,False,4,0,14,True,Walk-in,LOC_020,Software,Crash,3,3,4,True,False,1,2024-09-30 15:30:55.981567211,USER_0059,GROUP_21,USER_0085,4,0,15,0
INC0005128,Resolved,False,1,0,9,True,Phone,LOC_012,Hardware,Server,3,3,4,True,True,1,2024-05-28 06:15:57.622818673,USER_0129,GROUP_09,USER_0089,4,0,6,1
INC0005129,Active,False,3,0,11,True,Email,LOC_032,Software,Performance,3,1,3,True,False,1,2024-01-13 03:30:31.388397710,USER_0038,GROUP_13,USER_0017,3,0,3,5
INC0005130,Closed,False,2,0,9,False,Email,,Access,VPN access,2,2,2,True,True,1,2023-03-20 20:47:01.133569010,USER_0403,GROUP_12,USER_0051,2,1,20,0
INC0005131,Closed,False,2,2,14,False,Email,LOC_032,Database,Connection,1,2,2,False,False,2,2023-11-24 13:39:05.559222903,USER_0084,GROUP_17,USER_0002,2,1,13,4
INC0005132,Resolved,False,3,0,13,True,Email,LOC_020,Software,Performance,2,2,2,False,True,2,2024-04-08 16:49:39.253971018,USER_0023,GROUP_04,USER_0005,2,1,16,0
INC0005133,Closed,False,2,1,12,False,Phone,LOC_043,Network,VPN,2,1,1,False,True,2,2023-02-04 15:35:34.944907385,USER_0296,GROUP_06,USER_0020,1,1,15,5
INC0005134,Closed,False,2,0,12,True,Phone,,Network,DNS,3,1,2,False,True,1,2023-05-14 12:34:34.715861663,USER_0211,GROUP_01,USER_0029,2,1,12,6
INC0005135,Closed,False,0,0,3,True,Phone,LOC_040,Other,Unknown,2,3,4,True,False,1,2023-04-30 16:36:26.064441105,USER_0495,GROUP_16,USER_0084,4,0,16,6
INC0005136,Closed,True,0,0,3,True,Email,LOC_021,Software,Crash,3,3,5,True,False,2,2024-04-14 19:26:24.902665833,USER_0473,GROUP_08,USER_0055,5,0,19,6
INC0005137,Closed,False,0,0,4,True,Walk-in,LOC_020,Database,Slow query,3,2,5,True,False,1,2023-10-07 15:33:30.816036173,USER_0064,GROUP_07,USER_0095,5,0,15,5
INC0005138,Active,False,0,0,2,True,Chat,LOC_045,Network,Firewall,3,3,5,False,True,1,2023-08-12 17:05:07.272068655,USER_0085,GROUP_11,USER_0087,5,0,17,5
INC0005139,Resolved,False,1,0,7,False,Chat,,Security,Access breach,3,3,4,False,False,1,2024-04-02 04:09:08.124860472,USER_0453,GROUP_16,USER_0012,4,0,4,1
INC0005140,Resolved,False,3,0,18,True,Chat,LOC_011,Access,Permission,2,3,5,True,False,2,2023-12-02 09:56:34.836505932,USER_0156,GROUP_04,USER_0062,5,0,9,5
INC0005141,Closed,False,3,0,15,True,Phone,LOC_029,Database,Slow query,1,3,3,False,True,1,2023-05-03 05:17:16.436163887,USER_0021,GROUP_07,USER_0065,3,0,5,2
INC0005142,Closed,False,0,0,7,True,Self service,LOC_017,Network,DNS,1,2,3,True,False,2,2023-07-10 14:46:33.398151762,USER_0418,GROUP_19,USER_0071,3,0,14,0
INC0005143,Closed,False,0,0,3,True,Phone,LOC_045,Database,Backup,2,2,3,False,True,1,2023-05-24 16:47:47.058939545,USER_0296,GROUP_23,USER_0089,3,0,16,2
INC0005144,Closed,False,3,0,11,True,Walk-in,LOC_006,Email,Not sending,3,3,4,False,True,3,2023-12-15 14:14:53.072844307,USER_0069,GROUP_14,USER_0099,4,0,14,4
INC0005145,Closed,False,0,0,4,True,Self service,LOC_045,Software,License,3,2,5,True,False,2,2023-11-09 12:11:25.997226020,USER_0142,GROUP_01,USER_0090,5,0,12,3
INC0005146,Closed,False,1,1,11,True,Email,LOC_011,Access,Account locked,3,3,5,True,False,2,2023-09-01 01:32:00.661310833,USER_0224,GROUP_06,USER_0056,5,0,1,4
INC0005147,Closed,False,0,0,3,True,Email,LOC_029,Database,Slow query,3,3,5,False,True,1,2024-06-20 21:47:19.649745115,USER_0349,GROUP_03,USER_0088,5,0,21,3
INC0005148,Closed,False,1,0,7,True,Phone,LOC_047,Access,Account locked,3,3,5,False,False,1,2024-01-09 05:22:31.950756549,USER_0337,GROUP_08,USER_0076,5,0,5,1
INC0005149,Closed,False,1,0,6,True,Phone,LOC_026,Database,Backup,3,3,4,False,True,2,2024-01-22 13:39:56.784441160,USER_0051,GROUP_09,USER_0021,4,0,13,0
INC0005150,Active,False,0,0,5,True,Chat,LOC_036,Network,DNS,3,3,5,False,False,1,2024-04-23 13:02:43.570000011,USER_0258,,USER_0023,5,0,13,1
INC0005151,Closed,False,3,0,14,True,Walk-in,,Software,Crash,3,3,5,False,False,2,2023-07-29 18:46:32.199068086,USER_0114,GROUP_27,USER_0014,5,0,18,5
INC0005152,Closed,False,0,0,5,True,Phone,LOC_001,Hardware,Server,3,2,3,False,False,2,2023-11-10 08:10:09.749750023,USER_0182,GROUP_18,USER_0067,3,0,8,4
INC0005153,Resolved,True,1,0,4,True,Phone,,Access,Permission,2,3,3,True,False,1,2023-07-08 06:26:21.242946992,USER_0245,GROUP_13,USER_0072,3,0,6,5
INC0005154,Active,False,0,0,2,True,Phone,LOC_008,Email,Attachment,3,2,4,False,False,3,2024-10-02 02:37:36.610224714,USER_0073,GROUP_17,USER_0066,4,0,2,2
INC0005155,Closed,False,1,0,6,True,Chat,LOC_043,Security,Phishing,2,3,3,False,False,1,2024-06-04 10:26:19.175830970,USER_0160,GROUP_02,USER_0050,3,0,10,1
INC0005156,Resolved,False,1,0,8,True,Walk-in,,Software,Installation,1,3,4,True,False,1,2024-12-26 19:07:33.659755529,USER_0349,GROUP_12,USER_0052,4,0,19,3
INC0005157,Closed,False,1,0,7,True,Email,LOC_014,Network,DNS,3,3,5,True,False,1,2024-06-30 18:29:07.496167612,USER_0086,GROUP_09,USER_0042,5,0,18,6
INC0005158,Closed,False,1,1,11,True,Self service,LOC_013,Email,Attachment,3,3,4,False,False,1,2024-01-17 02:50:52.272970773,USER_0124,GROUP_19,USER_0074,4,0,2,2
INC0005159,Active,False,2,0,8,True,Self service,LOC_031,Software,Crash,3,3,4,True,True,2,2023-06-28 01:00:56.973829694,USER_0139,,USER_0079,4,0,1,2
INC0005160,Closed,False,0,0,3,True,Phone,,Hardware,Server,3,3,5,False,True,1,2024-03-02 21:56:54.805402414,USER_0351,GROUP_08,USER_0027,5,0,21,5
INC0005161,Closed,False,2,1,10,False,Chat,LOC_002,Database,Replication,3,2,4,False,False,1,2024-12-30 04:44:56.104874196,USER_0239,GROUP_25,USER_0071,4,0,4,0
INC0005162,Active,False,2,0,11,True,Email,,Network,VPN,3,3,5,False,True,2,2023-11-18 19:13:56.804952586,USER_0091,GROUP_29,USER_0039,5,0,19,5
INC0005163,Closed,False,1,0,5,True,Phone,LOC_001,Software,Installation,3,2,4,False,True,1,2023-11-14 00:25:34.029414360,USER_0072,GROUP_21,USER_0014,4,0,0,1
INC0005164,Closed,False,2,0,11,True,Email,LOC_015,Software,Performance,3,3,5,False,False,1,2023-07-31 17:31:57.472148396,USER_0409,GROUP_23,USER_0054,5,0,17,0
INC0005165,Closed,False,0,0,3,True,Email,,Network,DNS,2,3,4,False,False,1,2023-05-02 18:40:04.927781180,USER_0086,GROUP_01,USER_0072,4,0,18,1
INC0005166,Closed,False,0,0,2,True,Email,LOC_042,Other,Other,2,3,5,False,False,1,2023-04-17 00:05:27.701035734,USER_0432,GROUP_24,USER_0079,5,0,0,0
INC0005167,Closed,True,0,0,3,True,Self service,LOC_038,Hardware,Server,3,3,5,False,True,1,2024-01-03 11:22:39.761032291,USER_0343,GROUP_27,USER_0076,5,0,11,2
INC0005168,Closed,True,0,0,4,True,Walk-in,,Network,VPN,3,2,4,False,True,2,2024-07-22 04:17:14.471378672,USER_0386,GROUP_23,USER_0041,4,0,4,0
INC0005169,Closed,False,0,0,7,True,Self service,LOC_003,Hardware,Monitor,3,3,5,False,False,2,2023-01-10 10:50:51.674068390,USER_0406,GROUP_13,USER_0047,5,0,10,1
INC0005170,Closed,False,0,0,5,True,Email,,Email,Spam,3,3,5,True,False,1,2023-05-10 06:45:17.198713729,USER_0466,GROUP_19,USER_0006,5,0,6,2
INC0005171,Closed,False,0,0,4,False,Email,LOC_036,Software,License,3,3,5,False,True,1,2023-08-20 18:32:56.799535179,USER_0419,GROUP_22,USER_0094,5,0,18,6
INC0005172,Closed,False,1,0,5,False,Phone,LOC_027,Database,Backup,3,3,4,False,True,2,2023-12-21 13:45:56.878496276,USER_0289,GROUP_27,USER_0035,4,0,13,3
INC0005173,Closed,False,0,0,4,False,Email,,Network,Connectivity,3,1,4,False,False,1,2024-03-11 05:42:36.601732612,USER_0169,GROUP_25,USER_0081,4,0,5,0
INC0005174,Closed,False,2,1,10,True,Phone,LOC_020,Network,Connectivity,2,2,2,False,True,2,2023-11-30 16:09:04.732804953,USER_0332,GROUP_20,USER_0042,2,1,16,3
INC0005175,Closed,False,1,0,10,True,Chat,LOC_032,Software,Installation,3,3,5,False,False,1,2024-03-17 08:35:21.448893237,USER_0370,GROUP_20,USER_0048,5,0,8,6
INC0005176,Closed,False,1,0,6,True,Walk-in,LOC_021,Email,Not sending,2,3,3,True,True,1,2023-03-30 09:11:22.541845846,USER_0013,GROUP_17,USER_0037,3,0,9,3
INC0005177,Resolved,False,0,0,5,True,Phone,LOC_016,Access,Password reset,3,3,5,False,True,1,2024-07-04 15:01:25.413307596,USER_0443,GROUP_29,USER_0015,5,0,15,3
INC0005178,Closed,False,0,0,4,True,Self service,LOC_015,Network,VPN,3,2,3,False,True,1,2024-04-20 22:07:20.860487249,USER_0144,GROUP_18,USER_0062,3,0,22,5
INC0005179,Resolved,False,1,0,8,False,Self service,LOC_035,Software,Crash,1,1,2,False,True,2,2024-09-19 09:30:04.221271188,USER_0259,GROUP_15,USER_0023,2,1,9,3
INC0005180,Active,False,2,0,9,True,Chat,LOC_044,Access,Account locked,3,3,5,False,False,1,2024-04-02 21:35:12.434029425,USER_0061,GROUP_20,USER_0085,5,0,21,1
INC0005181,Active,False,1,0,8,False,Email,LOC_003,Software,Crash,3,3,5,False,False,3,2023-12-02 21:21:29.637203761,USER_0172,GROUP_07,USER_0015,5,0,21,5
INC0005182,Closed,False,1,0,7,True,Self service,LOC_019,Email,Not sending,3,2,3,False,False,1,2024-07-01 17:20:52.851904116,USER_0226,GROUP_11,USER_0020,3,0,17,0
INC0005183,Closed,False,0,0,6,True,Email,LOC_049,Network,DNS,3,3,5,False,False,1,2024-08-29 19:48:29.563101214,USER_0045,GROUP_06,USER_0096,5,0,19,3
INC0005184,Closed,False,0,0,3,True,Phone,LOC_001,Access,Permission,1,3,3,False,False,1,2024-08-23 14:04:34.935757299,USER_0462,GROUP_08,USER_0045,3,0,14,4
INC0005185,Closed,False,4,0,16,False,Phone,LOC_001,Email,Not sending,2,2,2,False,True,1,2023-02-02 23:50:14.516210306,USER_0259,GROUP_08,USER_0022,2,1,23,3
INC0005186,Closed,False,0,0,2,False,Phone,,Access,Permission,3,3,4,False,True,3,2023-05-13 09:19:23.019023865,USER_0123,GROUP_24,USER_0020,4,0,9,5
INC0005187,Closed,False,0,0,6,True,Phone,LOC_018,Security,Access breach,3,3,5,False,False,2,2024-12-18 08:10:11.669675054,USER_0226,GROUP_17,USER_0089,5,0,8,2
INC0005188,Closed,False,0,0,5,True,Phone,LOC_024,Software,License,2,3,3,False,True,1,2024-07-14 14:50:24.980784148,USER_0464,GROUP_13,USER_0065,3,0,14,6
INC0005189,Closed,False,2,0,13,True,Self service,LOC_015,Access,Permission,3,2,4,True,False,2,2023-11-27 16:56:50.795067164,USER_0341,GROUP_25,USER_0035,4,0,16,0
INC0005190,Active,False,2,0,9,True,Self service,,Hardware,Server,3,3,5,False,False,1,2024-08-31 00:17:34.740061213,USER_0406,GROUP_09,USER_0038,5,0,0,5
INC0005191,Resolved,False,0,0,9,True,Chat,LOC_050,Software,Crash,3,2,4,False,False,1,2024-11-16 18:42:05.923586774,USER_0001,GROUP_18,USER_0067,4,0,18,5
INC0005192,Resolved,True,2,0,6,True,Phone,,Email,Attachment,2,2,3,False,True,1,2024-11-11 12:50:53.452580461,USER_0044,GROUP_15,USER_0042,3,0,12,0
INC0005193,Closed,False,4,1,20,False,Chat,LOC_013,Email,Spam,3,1,2,False,False,1,2023-03-27 12:14:13.181090049,USER_0207,GROUP_25,USER_0045,2,1,12,0
INC0005194,Active,False,1,0,5,True,Email,LOC_013,Access,Password reset,3,2,4,False,False,2,2024-04-26 03:23:43.665801785,USER_0307,GROUP_13,USER_0022,4,0,3,4
INC0005195,Closed,False,1,0,4,True,Email,LOC_022,Hardware,Monitor,3,3,5,True,False,1,2024-12-12 16:27:24.363325145,USER_0207,GROUP_06,USER_0044,5,0,16,3
INC0005196,Resolved,False,1,0,5,True,Self service,LOC_036,Email,Not sending,3,2,4,True,False,2,2023-01-15 20:18:41.159924846,USER_0090,GROUP_01,USER_0032,4,0,20,6
INC0005197,Closed,False,2,0,10,True,Self service,LOC_028,Email,Attachment,3,3,5,False,False,2,2023-09-24 03:12:08.368214594,USER_0192,GROUP_10,USER_0033,5,0,3,6
INC0005198,Closed,False,3,0,13,True,Phone,LOC_010,Network,DNS,3,3,4,False,False,1,2024-11-16 11:37:06.551149991,USER_0261,GROUP_04,USER_0029,4,0,11,5
INC0005199,Closed,False,0,0,5,True,Self service,LOC_049,Software,Performance,3,2,4,False,True,2,2023-06-09 20:56:01.648177448,USER_0404,GROUP_12,USER_0031,4,0,20,4
