reassignment_count,reopen_count,contact_type,location,category,subcategory,impact,urgency,notify,assignment_group,hour,day_of_week,is_business_hours,is_weekend,is_night,quarter,impact_urgency_score,escalation_risk
1,0,2,Unknown,7,10,3,2,1,GROUP_22,20,2,0,0,1,3,5,0
4,1,3,LOC_021,4,29,2,2,2,GROUP_04,16,5,0,1,0,3,4,1
2,0,1,Unknown,7,20,2,3,1,GROUP_11,5,5,0,1,1,1,5,0
2,0,3,LOC_005,4,5,3,3,1,GROUP_24,18,6,0,1,1,3,6,0
1,0,2,LOC_004,0,1,3,2,2,GROUP_05,19,2,0,0,1,3,5,0
0,0,4,LOC_002,3,25,3,3,1,GROUP_29,3,0,0,0,1,1,6,0
0,0,2,LOC_013,7,10,3,2,2,GROUP_17,21,2,0,0,1,1,5,0
0,0,4,LOC_035,6,13,3,2,2,GROUP_22,5,6,0,1,1,2,5,0
0,0,1,LOC_020,1,26,3,3,1,GROUP_04,16,3,1,0,0,2,6,0
0,0,1,LOC_044,7,10,3,3,1,GROUP_27,15,2,1,0,0,3,6,0
1,0,2,LOC_007,2,2,3,2,1,GROUP_07,15,2,1,0,0,1,5,0
0,0,2,LOC_036,7,10,3,3,1,GROUP_11,10,4,1,0,0,2,6,0
1,0,2,LOC_006,2,16,2,2,1,GROUP_26,4,0,0,0,1,3,4,0
0,0,2,LOC_042,7,6,2,3,1,GROUP_05,12,0,1,0,0,3,5,0
3,0,2,LOC_039,7,12,3,1,1,GROUP_19,6,4,0,0,1,1,4,0
0,1,2,LOC_014,4,8,2,3,3,GROUP_04,15,4,1,0,0,2,5,0
1,0,1,LOC_002,7,6,2,3,1,GROUP_06,20,4,0,0,1,4,5,0
1,0,1,Unknown,7,20,1,3,1,GROUP_22,15,0,1,0,0,1,4,0
0,0,3,LOC_035,5,18,3,2,1,GROUP_09,13,4,1,0,0,1,5,0
4,0,1,LOC_018,3,11,1,3,2,GROUP_06,10,2,1,0,0,3,4,0
0,0,2,LOC_021,5,18,2,3,1,Unassigned,17,1,0,0,0,1,5,0
2,0,2,LOC_028,2,2,3,2,2,GROUP_11,22,1,0,0,1,4,5,0
0,1,2,Unknown,1,26,1,2,2,GROUP_24,12,4,1,0,0,4,3,0
1,0,1,LOC_001,4,5,3,2,1,GROUP_04,21,6,0,1,1,1,5,0
1,0,2,LOC_001,4,29,3,3,1,GROUP_14,11,2,1,0,0,1,6,0
3,0,0,LOC_048,1,24,2,3,1,GROUP_10,22,6,0,1,1,3,5,0
0,0,1,LOC_015,7,10,2,2,3,GROUP_14,18,5,0,1,1,3,4,0
0,1,4,LOC_050,7,12,2,1,1,GROUP_25,11,1,1,0,0,3,3,0
0,0,2,LOC_037,4,29,3,3,2,GROUP_27,19,0,0,0,1,1,6,0
1,0,2,LOC_041,1,26,3,2,2,GROUP_29,13,3,1,0,0,4,5,0
1,0,2,LOC_037,3,23,2,2,1,GROUP_19,10,1,1,0,0,1,4,0
1,0,1,LOC_040,4,29,3,2,1,GROUP_05,9,6,0,1,0,4,5,0
1,0,2,LOC_041,7,20,3,2,3,GROUP_23,12,6,0,1,0,4,5,0
7,0,2,LOC_010,6,0,2,3,1,GROUP_11,19,3,0,0,1,3,5,0
1,0,2,Unknown,2,27,3,3,1,GROUP_15,3,2,0,0,1,3,6,0
0,0,2,LOC_022,4,29,3,3,1,GROUP_12,18,2,0,0,1,4,6,0
1,0,2,Unknown,7,12,2,3,1,GROUP_07,9,6,0,1,0,3,5,0
0,0,2,LOC_026,2,2,3,3,1,Unassigned,7,6,0,1,1,3,6,0
0,1,1,LOC_001,4,29,2,2,1,GROUP_07,3,4,0,0,1,2,4,0
0,0,1,LOC_016,7,20,3,3,2,Unassigned,14,2,1,0,0,4,6,0
1,0,4,Unknown,7,12,3,3,2,GROUP_08,16,0,1,0,0,2,6,0
1,0,3,LOC_048,5,9,3,3,1,GROUP_10,8,3,0,0,0,3,6,0
1,0,3,LOC_047,0,30,2,2,1,GROUP_23,18,5,0,1,1,4,4,0
3,0,2,LOC_024,7,6,2,2,3,GROUP_19,11,3,1,0,0,1,4,0
2,0,2,LOC_030,0,19,3,1,1,GROUP_13,1,5,0,1,1,3,4,0
0,0,1,LOC_020,3,25,3,3,2,GROUP_24,11,5,0,1,0,2,6,0
1,0,1,LOC_003,4,7,3,2,1,GROUP_12,19,0,0,0,1,3,5,0
0,1,2,LOC_025,5,9,2,3,2,GROUP_03,6,6,0,1,1,3,5,0
1,0,1,LOC_038,1,24,3,3,2,GROUP_07,22,4,0,0,1,2,6,0
0,0,2,Unknown,2,16,3,2,1,GROUP_03,7,4,0,0,1,2,5,0
2,0,2,LOC_045,1,26,2,3,2,GROUP_25,10,6,0,1,0,3,5,0
1,0,2,LOC_019,7,10,3,3,2,GROUP_07,10,2,1,0,0,2,6,0
3,1,2,LOC_013,7,6,2,3,3,GROUP_29,0,0,0,0,1,1,5,1
2,0,1,LOC_024,4,29,1,3,1,GROUP_29,7,2,0,0,1,3,4,0
1,0,3,LOC_030,2,17,3,3,2,GROUP_03,18,2,0,0,1,3,6,0
0,0,4,LOC_021,4,5,2,2,1,GROUP_24,21,6,0,1,1,4,4,0
0,0,2,Unknown,1,26,3,3,3,GROUP_08,23,3,0,0,1,1,6,0
1,0,2,LOC_001,1,26,3,3,1,GROUP_29,1,2,0,0,1,4,6,0
2,1,1,LOC_033,7,10,3,3,1,GROUP_11,1,3,0,0,1,3,6,1
1,0,1,LOC_005,4,8,3,3,2,GROUP_02,16,0,1,0,0,4,6,0
0,0,3,LOC_023,2,27,2,2,1,Unassigned,14,2,1,0,0,3,4,0
1,0,2,LOC_032,7,20,2,2,1,GROUP_08,20,4,0,0,1,1,4,0
0,0,1,Unknown,5,9,3,3,2,GROUP_18,8,5,0,1,0,1,6,0
0,0,1,LOC_019,6,22,3,2,3,GROUP_22,11,2,1,0,0,3,5,0
1,0,0,LOC_043,3,11,3,2,1,GROUP_14,6,2,0,0,1,4,5,0
0,0,1,LOC_022,1,4,3,3,3,GROUP_07,18,0,0,0,1,1,6,0
1,0,1,LOC_022,4,29,3,3,1,GROUP_14,11,1,1,0,0,4,6,0
0,0,3,LOC_013,0,30,2,3,3,GROUP_08,1,3,0,0,1,4,5,0
0,0,3,LOC_010,3,23,3,2,1,GROUP_20,2,3,0,0,1,3,5,0
0,0,1,LOC_021,4,8,2,2,2,GROUP_20,18,6,0,1,1,2,4,0
1,0,2,LOC_015,1,3,2,3,1,GROUP_23,4,2,0,0,1,4,5,0
0,0,1,LOC_023,4,29,3,1,1,GROUP_10,15,2,1,0,0,3,4,0
2,0,3,LOC_048,7,10,3,1,1,GROUP_04,19,3,0,0,1,2,4,0
1,0,2,LOC_028,7,20,3,1,1,GROUP_07,13,0,1,0,0,4,4,0
0,0,2,LOC_029,2,17,3,3,1,GROUP_24,8,2,0,0,0,4,6,0
0,0,1,Unknown,7,20,3,2,1,GROUP_25,8,1,0,0,0,1,5,0
1,1,1,LOC_019,4,8,3,2,2,GROUP_12,12,2,1,0,0,4,5,0
0,0,2,LOC_015,0,1,3,2,3,GROUP_06,4,6,0,1,1,2,5,0
0,0,1,LOC_050,7,6,2,3,1,GROUP_10,15,1,1,0,0,3,5,0
1,0,2,LOC_044,7,6,3,3,1,GROUP_27,2,1,0,0,1,3,6,0
0,0,3,LOC_038,7,12,2,3,1,GROUP_15,2,6,0,1,1,2,5,0
0,1,2,Unknown,3,25,2,3,2,GROUP_06,16,1,1,0,0,2,5,0
0,0,2,Unknown,4,7,3,1,1,GROUP_22,12,3,1,0,0,1,4,0
1,0,3,LOC_050,7,6,3,3,2,GROUP_11,20,5,0,1,1,3,6,0
0,0,3,LOC_008,0,30,3,3,2,Unassigned,1,5,0,1,1,2,6,0
2,0,1,LOC_045,2,2,2,3,1,GROUP_08,9,1,1,0,0,3,5,0
1,1,2,Unknown,7,6,2,3,1,GROUP_04,17,6,0,1,0,3,5,0
1,0,2,Unknown,6,31,3,3,2,GROUP_16,22,6,0,1,1,3,6,0
2,0,1,Unknown,0,30,3,3,1,GROUP_26,20,4,0,0,1,2,6,0
1,0,1,Unknown,7,10,3,2,3,GROUP_06,21,6,0,1,1,2,5,0
1,0,1,LOC_049,3,11,3,3,2,GROUP_08,23,5,0,1,1,1,6,0
0,0,2,LOC_019,3,23,3,3,1,GROUP_05,15,1,1,0,0,3,6,0
0,1,2,LOC_032,7,10,3,2,3,GROUP_14,3,1,0,0,1,4,5,0
1,0,3,LOC_040,1,3,2,3,1,GROUP_19,13,2,1,0,0,1,5,0
0,0,1,LOC_002,3,25,3,1,2,GROUP_04,13,5,0,1,0,3,4,0
1,0,1,LOC_037,4,8,1,3,3,GROUP_28,0,2,0,0,1,1,4,0
0,0,1,LOC_003,7,6,2,3,1,GROUP_23,14,3,1,0,0,1,5,0
1,0,2,LOC_027,7,12,3,3,1,GROUP_21,16,4,1,0,0,4,6,0
3,1,2,LOC_041,1,3,3,3,2,GROUP_02,5,6,0,1,1,4,6,1
0,1,3,LOC_045,3,25,2,2,1,GROUP_11,18,1,0,0,1,4,4,0
1,0,1,LOC_044,4,8,2,3,1,Unassigned,16,3,1,0,0,3,5,0
0,0,1,LOC_029,2,16,2,3,2,GROUP_27,2,4,0,0,1,3,5,0
0,0,1,LOC_019,2,17,3,1,1,GROUP_23,9,0,1,0,0,3,4,0
0,0,1,LOC_028,4,8,3,3,3,GROUP_15,0,2,0,0,1,1,6,0
0,0,2,LOC_038,4,5,3,3,2,GROUP_02,8,3,0,0,0,2,6,0
1,0,3,LOC_027,0,19,3,1,1,GROUP_05,7,1,0,0,1,2,4,0
1,0,1,LOC_044,1,26,2,3,1,GROUP_16,21,3,0,0,1,3,5,0
1,0,3,Unknown,7,6,3,3,1,GROUP_25,19,0,0,0,1,3,6,0
0,0,4,LOC_017,2,27,3,3,2,GROUP_04,23,5,0,1,1,1,6,0
1,0,1,LOC_019,3,25,2,2,1,GROUP_25,1,5,0,1,1,2,4,0
0,0,2,LOC_011,7,10,3,3,1,GROUP_23,9,6,0,1,0,4,6,0
4,1,3,LOC_032,2,2,3,3,1,GROUP_23,22,2,0,0,1,1,6,1
1,0,2,LOC_037,0,1,3,1,2,GROUP_03,13,0,1,0,0,1,4,0
0,0,4,LOC_041,4,8,2,3,1,GROUP_07,3,0,0,0,1,2,5,0
2,0,1,LOC_040,1,4,1,2,1,GROUP_19,13,1,1,0,0,4,3,0
1,0,2,LOC_041,7,20,3,3,1,GROUP_25,21,6,0,1,1,4,6,0
0,0,2,LOC_042,7,12,2,2,2,GROUP_07,0,2,0,0,1,2,4,0
6,0,1,LOC_026,4,5,2,1,2,GROUP_14,13,4,1,0,0,1,3,0
2,0,2,LOC_034,4,8,2,2,1,GROUP_29,22,6,0,1,1,2,4,0
0,0,2,LOC_047,5,18,3,3,2,Unassigned,3,3,0,0,1,2,6,0
0,0,2,LOC_012,0,21,3,3,2,GROUP_03,14,4,1,0,0,1,6,0
0,0,2,Unknown,4,7,3,3,2,GROUP_15,1,2,0,0,1,3,6,0
1,0,2,LOC_011,2,27,3,3,2,GROUP_29,17,3,0,0,0,1,6,0
0,0,2,LOC_023,7,12,3,2,1,Unassigned,12,4,1,0,0,1,5,0
1,0,1,LOC_028,4,29,2,3,2,GROUP_07,9,5,0,1,0,2,5,0
1,1,3,LOC_020,4,5,2,3,1,GROUP_07,1,3,0,0,1,3,5,0
0,0,2,LOC_044,2,17,2,3,1,GROUP_24,10,0,1,0,0,3,5,0
0,0,1,Unknown,4,7,2,2,1,GROUP_08,13,1,1,0,0,3,4,0
4,0,2,LOC_005,0,1,3,3,1,GROUP_26,20,3,0,0,1,1,6,0
1,0,2,LOC_017,3,23,2,2,2,GROUP_09,12,4,1,0,0,2,4,0
1,0,3,LOC_013,2,16,3,2,1,GROUP_06,23,0,0,0,1,3,5,0
0,0,4,LOC_015,4,7,2,2,1,GROUP_10,6,2,0,0,1,1,4,0
2,0,2,Unknown,5,28,2,3,1,GROUP_27,5,4,0,0,1,2,5,0
3,0,2,LOC_003,0,21,2,3,1,GROUP_19,3,1,0,0,1,1,5,0
1,0,3,LOC_002,4,29,3,2,1,GROUP_19,10,6,0,1,0,2,5,0
1,1,1,LOC_008,1,3,3,3,1,GROUP_20,0,3,0,0,1,4,6,0
0,0,1,LOC_016,7,6,3,3,1,GROUP_13,14,3,1,0,0,4,6,0
0,0,2,LOC_046,3,23,3,3,1,GROUP_17,4,1,0,0,1,4,6,0
2,1,1,Unknown,7,12,3,3,2,GROUP_24,11,4,1,0,0,3,6,1
1,0,2,LOC_014,4,29,3,3,1,GROUP_18,3,1,0,0,1,4,6,0
1,0,1,LOC_004,2,2,3,3,1,GROUP_05,3,6,0,1,1,1,6,0
3,0,0,LOC_013,7,20,2,2,2,GROUP_28,17,4,0,0,0,1,4,0
1,0,3,Unknown,4,29,3,3,1,GROUP_20,14,0,1,0,0,4,6,0
1,0,2,Unknown,7,10,2,2,1,GROUP_19,1,6,0,1,1,1,4,0
0,0,3,Unknown,7,10,3,3,1,GROUP_24,17,6,0,1,0,1,6,0
1,1,1,LOC_027,1,3,2,1,2,GROUP_22,22,0,0,0,1,3,3,0
0,0,1,LOC_012,6,0,3,2,3,GROUP_13,9,4,1,0,0,2,5,0
2,0,3,LOC_029,7,6,3,2,3,GROUP_11,15,0,1,0,0,1,5,0
0,0,2,LOC_005,7,6,3,2,1,GROUP_22,4,6,0,1,1,4,5,0
1,0,2,LOC_042,4,8,3,3,2,GROUP_11,20,3,0,0,1,2,6,0
1,0,2,Unknown,6,31,3,2,1,GROUP_23,20,2,0,0,1,4,5,0
2,0,1,LOC_005,7,10,3,2,1,GROUP_11,17,5,0,1,0,1,5,0
0,0,2,LOC_027,5,9,3,3,2,GROUP_23,11,0,1,0,0,3,6,0
1,0,2,LOC_050,6,0,3,1,2,GROUP_09,21,4,0,0,1,4,4,0
1,0,0,LOC_024,4,5,3,3,2,GROUP_23,18,0,0,0,1,2,6,0
1,0,0,LOC_041,7,6,3,3,1,GROUP_22,18,0,0,0,1,1,6,0
0,0,2,LOC_020,4,29,3,2,1,GROUP_26,20,4,0,0,1,2,5,0
1,0,1,LOC_020,7,12,2,3,1,GROUP_13,19,3,0,0,1,4,5,0
2,0,2,LOC_047,4,5,3,3,1,Unassigned,1,4,0,0,1,2,6,0
0,0,4,LOC_010,4,29,3,2,2,GROUP_23,21,4,0,0,1,2,5,0
2,0,3,Unknown,7,12,3,3,1,GROUP_25,21,0,0,0,1,4,6,0
0,0,1,LOC_015,3,15,3,2,2,GROUP_25,6,0,0,0,1,1,5,0
0,0,1,LOC_006,0,30,3,3,2,GROUP_25,11,5,0,1,0,2,6,0
1,0,2,LOC_035,7,20,2,2,1,GROUP_13,4,3,0,0,1,1,4,0
0,0,2,LOC_004,7,10,2,3,1,GROUP_06,20,5,0,1,1,4,5,0
0,0,1,LOC_038,6,31,3,3,2,GROUP_09,10,4,1,0,0,1,6,0
2,0,1,LOC_020,3,11,2,3,1,GROUP_21,4,5,0,1,1,1,5,0
0,0,1,LOC_021,0,19,2,3,2,GROUP_13,23,3,0,0,1,4,5,0
0,0,1,LOC_035,2,16,3,3,1,GROUP_11,16,1,1,0,0,1,6,0
0,0,1,LOC_014,1,4,3,3,1,GROUP_01,9,0,1,0,0,4,6,0
0,0,3,Unknown,2,16,3,2,2,GROUP_09,18,1,0,0,1,4,5,0
3,0,2,LOC_045,7,10,2,1,1,GROUP_29,10,0,1,0,0,1,3,0
1,0,2,Unknown,5,18,3,3,1,GROUP_06,7,1,0,0,1,2,6,0
1,0,2,LOC_033,3,15,2,3,2,GROUP_16,16,1,1,0,0,4,5,0
2,0,2,LOC_028,4,29,2,3,2,GROUP_26,14,6,0,1,0,3,5,0
1,0,0,LOC_014,7,6,1,2,2,GROUP_16,21,3,0,0,1,1,3,0
1,0,1,LOC_031,2,17,3,3,1,GROUP_22,10,0,1,0,0,1,6,0
0,0,3,Unknown,0,19,2,2,1,GROUP_22,7,5,0,1,1,4,4,0
2,0,3,LOC_021,7,6,3,3,1,GROUP_19,1,1,0,0,1,3,6,0
1,0,4,Unknown,0,1,3,2,1,GROUP_23,14,4,1,0,0,1,5,0
0,0,3,LOC_030,7,20,2,2,1,GROUP_24,13,2,1,0,0,4,4,0
2,0,2,LOC_027,7,12,3,3,1,GROUP_09,11,3,1,0,0,3,6,0
0,1,2,Unknown,2,2,2,3,1,GROUP_19,7,6,0,1,1,1,5,0
0,0,1,LOC_017,1,24,2,3,1,GROUP_14,17,2,0,0,0,3,5,0
2,0,1,LOC_013,3,15,3,3,1,GROUP_08,15,6,0,1,0,3,6,0
2,0,0,LOC_031,7,20,3,3,2,GROUP_03,11,0,1,0,0,2,6,0
0,0,2,LOC_030,2,17,3,3,2,GROUP_06,21,3,0,0,1,4,6,0
2,0,2,LOC_033,6,22,1,3,1,GROUP_23,14,4,1,0,0,2,4,0
2,0,0,Unknown,2,16,2,3,1,GROUP_20,20,2,0,0,1,4,5,0
0,0,1,Unknown,7,12,3,3,1,GROUP_01,20,0,0,0,1,1,6,0
1,0,2,LOC_036,4,8,1,2,1,GROUP_27,15,6,0,1,0,2,3,0
0,1,2,LOC_037,7,10,3,3,1,GROUP_21,22,2,0,0,1,4,6,0
0,0,1,LOC_001,5,14,3,2,1,GROUP_13,19,5,0,1,1,1,5,0
0,0,1,LOC_038,4,7,3,3,3,GROUP_04,16,1,1,0,0,2,6,0
2,0,0,LOC_003,7,12,1,2,1,GROUP_11,4,2,0,0,1,1,3,0
1,0,2,LOC_016,2,2,3,3,1,GROUP_12,10,3,1,0,0,2,6,0
0,0,3,LOC_018,0,19,1,3,1,GROUP_06,0,5,0,1,1,1,4,0
0,0,1,LOC_023,7,6,2,2,1,GROUP_12,9,2,1,0,0,2,4,0
0,0,2,LOC_046,4,8,3,3,2,GROUP_06,10,3,1,0,0,4,6,0
1,0,3,LOC_024,7,6,2,3,2,GROUP_05,21,0,0,0,1,3,5,0
1,0,1,LOC_004,4,8,1,3,1,GROUP_16,12,2,1,0,0,2,4,0
0,0,2,LOC_014,1,26,3,3,1,GROUP_07,10,0,1,0,0,3,6,0
0,0,1,LOC_024,7,20,3,3,2,GROUP_16,9,2,1,0,0,4,6,0
0,0,4,LOC_021,0,19,2,2,1,GROUP_03,1,0,0,0,1,1,4,0
0,0,2,LOC_040,3,25,3,2,1,Unassigned,4,6,0,1,1,3,5,0
2,0,2,LOC_040,4,29,2,3,1,GROUP_24,19,3,0,0,1,4,5,0
2,0,2,LOC_013,1,24,1,2,1,GROUP_21,6,4,0,0,1,4,3,0
2,0,2,LOC_035,7,20,2,3,2,GROUP_29,23,2,0,0,1,2,5,0
5,0,2,Unknown,3,11,1,2,1,GROUP_03,11,3,1,0,0,3,3,0
1,0,4,LOC_008,2,27,3,2,2,GROUP_26,0,6,0,1,1,3,5,0
3,0,2,LOC_033,2,16,3,2,1,GROUP_24,19,2,0,0,1,1,5,0
3,0,2,LOC_017,7,12,1,3,2,GROUP_26,2,6,0,1,1,3,4,0
1,0,4,LOC_007,7,10,3,2,1,Unassigned,16,0,1,0,0,4,5,0
3,1,2,LOC_047,4,5,2,2,1,GROUP_19,2,5,0,1,1,4,4,1
0,0,0,LOC_001,6,13,2,3,3,GROUP_25,13,4,1,0,0,3,5,0
2,0,1,LOC_019,1,24,3,3,1,GROUP_14,15,4,1,0,0,4,6,0
2,0,0,Unknown,1,3,3,3,2,GROUP_07,6,2,0,0,1,2,6,0
0,0,2,Unknown,7,10,3,3,1,GROUP_03,23,1,0,0,1,1,6,0
1,0,2,Unknown,7,12,3,3,2,GROUP_26,8,5,0,1,0,4,6,0
0,0,1,LOC_020,3,23,3,2,1,GROUP_28,3,4,0,0,1,3,5,0
1,0,4,LOC_041,7,6,3,3,3,GROUP_25,6,0,0,0,1,3,6,0
0,0,2,Unknown,4,7,3,2,2,GROUP_17,13,5,0,1,0,4,5,0
1,1,2,LOC_033,7,6,1,2,2,GROUP_24,0,2,0,0,1,3,3,0
1,0,3,LOC_038,3,15,3,3,3,GROUP_22,10,5,0,1,0,4,6,0
1,0,0,LOC_019,4,5,3,3,1,GROUP_10,12,2,1,0,0,1,6,0
0,0,3,Unknown,2,16,2,3,2,GROUP_13,11,4,1,0,0,1,5,0
0,0,2,LOC_031,3,15,3,3,1,GROUP_28,15,0,1,0,0,2,6,0
0,0,3,LOC_041,4,5,3,2,1,Unassigned,2,4,0,0,1,3,5,0
1,0,1,LOC_043,3,15,3,3,1,GROUP_25,15,0,1,0,0,2,6,0
2,1,1,Unknown,2,17,2,3,1,GROUP_26,16,6,0,1,0,3,5,1
0,0,2,LOC_010,4,29,3,3,3,GROUP_13,0,1,0,0,1,1,6,0
0,0,2,LOC_044,4,7,2,3,1,GROUP_28,11,6,0,1,0,2,5,0
0,0,1,LOC_006,6,22,3,3,2,GROUP_09,21,4,0,0,1,1,6,0
1,0,3,LOC_033,7,10,2,3,1,GROUP_25,13,6,0,1,0,1,5,0
0,0,2,LOC_024,6,13,1,2,1,GROUP_25,13,1,1,0,0,3,3,0
0,0,2,LOC_006,3,23,3,3,1,GROUP_05,12,5,0,1,0,2,6,0
1,0,4,Unknown,7,6,3,3,1,GROUP_27,5,3,0,0,1,4,6,0
1,0,2,LOC_031,7,20,3,3,1,GROUP_05,12,1,1,0,0,3,6,0
2,0,3,LOC_042,7,12,3,3,3,GROUP_15,4,6,0,1,1,2,6,0
0,0,2,Unknown,4,29,2,1,3,GROUP_19,19,4,0,0,1,1,3,0
2,0,3,Unknown,3,23,2,3,2,GROUP_01,9,3,1,0,0,4,5,0
1,1,1,LOC_026,7,12,2,2,1,GROUP_26,18,3,0,0,1,3,4,0
1,0,0,LOC_005,2,27,2,3,1,GROUP_11,5,1,0,0,1,4,5,0
1,0,2,LOC_016,4,29,3,2,1,GROUP_06,12,0,1,0,0,2,5,0
1,0,3,LOC_013,0,21,2,2,1,GROUP_03,22,2,0,0,1,1,4,0
0,0,3,LOC_049,2,17,2,3,1,GROUP_19,9,3,1,0,0,2,5,0
1,0,2,LOC_027,1,4,3,3,1,GROUP_25,23,4,0,0,1,3,6,0
0,0,2,LOC_030,2,27,2,2,1,GROUP_19,17,2,0,0,0,1,4,0
3,0,1,LOC_024,2,2,2,3,3,GROUP_22,3,5,0,1,1,2,5,0
0,1,2,LOC_001,0,21,3,1,1,GROUP_09,7,1,0,0,1,2,4,0
0,0,3,LOC_006,4,29,3,3,3,GROUP_17,17,6,0,1,0,4,6,0
1,0,3,Unknown,6,0,2,3,1,GROUP_13,6,2,0,0,1,4,5,0
0,0,2,LOC_041,7,20,3,1,2,GROUP_17,7,3,0,0,1,2,4,0
0,0,2,Unknown,2,2,3,3,1,GROUP_12,7,5,0,1,1,4,6,0
1,0,3,Unknown,7,10,3,2,1,Unassigned,8,6,0,1,0,2,5,0
1,0,3,LOC_011,2,2,3,1,1,GROUP_11,18,1,0,0,1,2,4,0
2,0,2,LOC_007,2,16,3,1,1,GROUP_16,2,1,0,0,1,1,4,0
2,0,4,LOC_020,4,29,3,3,1,GROUP_18,4,6,0,1,1,3,6,0
0,0,3,LOC_037,7,6,3,3,1,GROUP_04,1,6,0,1,1,4,6,0
0,1,1,LOC_013,3,25,2,3,3,GROUP_20,16,6,0,1,0,1,5,0
2,0,3,LOC_044,2,2,3,2,2,GROUP_17,22,3,0,0,1,2,5,0
2,0,4,LOC_030,7,20,3,2,2,GROUP_11,0,1,0,0,1,3,5,0
0,0,3,LOC_004,7,20,3,3,1,GROUP_10,21,3,0,0,1,2,6,0
0,0,1,LOC_031,2,17,3,1,2,GROUP_03,23,3,0,0,1,3,4,0
0,0,2,LOC_030,7,20,3,2,2,GROUP_03,15,2,1,0,0,4,5,0
1,0,1,Unknown,7,10,3,3,1,GROUP_27,15,5,0,1,0,4,6,0
5,0,3,LOC_041,4,5,2,3,1,Unassigned,0,1,0,0,1,4,5,0
2,0,1,LOC_007,7,12,2,3,1,GROUP_09,5,6,0,1,1,4,5,0
5,1,0,LOC_026,0,30,2,1,1,GROUP_17,19,3,0,0,1,1,3,1
0,0,2,LOC_002,7,12,3,3,1,GROUP_29,16,0,1,0,0,3,6,0
0,1,2,LOC_046,0,30,2,3,1,GROUP_02,4,4,0,0,1,1,5,0
0,0,3,LOC_040,7,20,3,3,1,GROUP_15,20,4,0,0,1,4,6,0
3,0,2,LOC_022,0,21,2,3,2,GROUP_16,19,0,0,0,1,1,5,0
0,1,1,LOC_036,7,6,3,2,2,GROUP_12,2,4,0,0,1,2,5,0
3,0,2,LOC_012,4,29,3,3,1,GROUP_23,5,3,0,0,1,2,6,0
5,2,2,Unknown,3,23,1,2,1,Unassigned,14,2,1,0,0,2,3,1
2,0,2,LOC_026,4,8,3,3,1,GROUP_06,2,3,0,0,1,3,6,0
0,0,1,LOC_004,7,10,3,3,1,GROUP_05,21,0,0,0,1,1,6,0
1,0,0,LOC_045,1,4,3,3,1,GROUP_11,14,4,1,0,0,1,6,0
1,0,2,LOC_002,1,4,3,3,2,GROUP_02,2,3,0,0,1,2,6,0
3,1,1,Unknown,1,26,2,1,1,GROUP_28,19,4,0,0,1,3,3,1
0,0,4,LOC_026,4,5,2,2,3,GROUP_20,14,6,0,1,0,4,4,0
1,0,2,LOC_044,7,6,3,2,1,GROUP_14,18,4,0,0,1,1,5,0
0,0,1,Unknown,4,8,2,3,2,GROUP_28,0,0,0,0,1,1,5,0
0,0,2,Unknown,1,26,3,3,1,GROUP_08,19,0,0,0,1,3,6,0
0,0,3,LOC_046,7,6,3,3,1,GROUP_18,21,0,0,0,1,4,6,0
1,0,1,LOC_040,2,17,2,3,1,GROUP_25,13,6,0,1,0,3,5,0
2,0,2,LOC_034,7,10,3,3,2,GROUP_28,21,4,0,0,1,2,6,0
0,0,3,Unknown,2,27,3,2,1,GROUP_05,14,5,0,1,0,2,5,0
0,0,1,LOC_017,7,12,3,1,2,GROUP_27,18,6,0,1,1,2,4,0
1,0,2,LOC_003,3,11,3,3,1,GROUP_18,9,5,0,1,0,2,6,0
1,0,1,Unknown,2,16,3,2,1,GROUP_18,5,6,0,1,1,1,5,0
1,0,1,LOC_038,3,25,3,2,2,GROUP_09,10,2,1,0,0,3,5,0
1,0,2,LOC_036,1,4,3,3,1,GROUP_12,10,4,1,0,0,4,6,0
1,0,1,LOC_016,7,10,2,3,2,GROUP_11,4,3,0,0,1,3,5,0
2,1,1,LOC_018,0,1,3,3,1,GROUP_11,2,3,0,0,1,4,6,1
0,0,2,LOC_015,4,7,3,3,2,GROUP_08,21,6,0,1,1,1,6,0
0,1,1,Unknown,0,21,3,3,1,GROUP_19,9,0,1,0,0,2,6,0
1,0,0,Unknown,4,7,3,3,1,GROUP_12,23,2,0,0,1,3,6,0
1,0,2,Unknown,2,2,3,2,1,GROUP_10,23,6,0,1,1,1,5,0
2,0,3,LOC_037,7,20,3,3,1,GROUP_17,6,1,0,0,1,4,6,0
1,0,1,LOC_031,4,29,3,1,1,GROUP_27,3,5,0,1,1,1,4,0
0,0,1,LOC_025,3,23,3,3,2,GROUP_27,20,2,0,0,1,2,6,0
2,0,3,LOC_037,4,5,1,3,1,GROUP_23,22,2,0,0,1,2,4,0
2,0,2,LOC_026,4,29,3,2,1,GROUP_13,16,6,0,1,0,3,5,0
1,0,2,LOC_040,0,30,1,2,1,GROUP_23,21,1,0,0,1,3,3,0
2,0,2,LOC_030,1,4,3,1,1,GROUP_18,3,0,0,0,1,2,4,0
3,0,4,LOC_033,0,21,2,2,1,GROUP_28,4,3,0,0,1,2,4,0
2,1,2,LOC_007,7,6,1,3,1,GROUP_03,15,6,0,1,0,1,4,1
1,0,1,LOC_011,7,6,3,2,3,GROUP_23,8,1,0,0,0,2,5,0
